,index,상대,AVG1,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,HBP,SO,GDP,AVG2,YEAR,SF
0,3월,,0.115,32,26,3,3,1,0,1,3,0,0,5,1,9,0,0.115,2019,0
1,4월,,0.303,97,76,11,23,4,0,4,16,0,0,16,4,17,0,0.255,2019,1
2,5월,,0.272,108,92,17,25,4,0,5,23,0,0,9,6,20,1,0.263,2019,1
3,6월,,0.447,100,76,22,34,8,0,10,26,0,0,14,7,10,0,0.315,2019,3
4,7월,,0.243,84,70,13,17,3,0,2,11,0,1,10,3,11,1,0.3,2019,1
5,8월,,0.313,106,96,10,30,5,0,2,10,2,1,6,2,12,2,0.303,2019,2
6,9월,,0.224,79,67,10,15,2,0,5,10,1,0,9,3,13,0,0.292,2019,0
