,index,상대,AVG1,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,HBP,SO,GDP,AVG2,YEAR,SF
0,5월,,0.277,97,83,14,23,5,0,4,19,0,0,12,0,30,1,0.277,2020,2
1,6월,,0.255,115,94,17,24,2,0,7,27,2,0,20,0,29,2,0.266,2020,1
2,7월,,0.322,100,87,17,28,5,0,3,16,1,0,12,0,24,3,0.284,2020,1
3,8월,,0.276,92,76,9,21,3,0,5,14,3,0,16,0,21,3,0.282,2020,0
4,9월,,0.207,107,92,11,19,5,1,5,20,0,0,13,1,27,3,0.266,2020,1
5,10월,,0.262,103,84,14,22,6,0,6,17,0,0,18,0,23,2,0.266,2020,1
