,index,상대,AVG1,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,HBP,SO,GDP,AVG2,YEAR,SF
0,3월,,0.143,34,28,6,4,0,0,0,2,0,0,5,1,6,2,0.143,2019,0
1,4월,,0.372,95,78,10,29,7,0,0,12,1,0,13,1,6,4,0.311,2019,3
2,5월,,0.286,114,105,11,30,10,0,2,11,0,0,7,2,10,0,0.299,2019,0
3,6월,,0.315,105,92,15,29,5,0,3,19,0,0,11,0,9,1,0.304,2019,2
4,7월,,0.359,76,64,14,23,7,0,4,17,1,0,9,1,5,0,0.313,2019,2
5,8월,,0.365,106,96,13,35,7,0,0,16,1,1,7,1,6,3,0.324,2019,1
6,9월,,0.159,65,63,6,10,1,0,2,5,0,0,2,0,10,1,0.304,2019,0
