,index,상대,AVG1,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,HBP,SO,GDP,AVG2,YEAR,SF
0,4월,,0.269,110,93,15,25,5,1,0,12,3,2,15,1,9,3,0.269,2021,1
1,5월,,0.451,99,82,21,37,13,2,1,21,2,0,12,3,5,2,0.354,2021,2
2,6월,,0.316,117,98,15,31,11,1,2,13,1,1,17,0,7,2,0.341,2021,2
3,7월,,0.391,30,23,5,9,1,0,0,2,0,0,7,0,1,0,0.345,2021,0
