,index,상대,AVG1,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,HBP,SO,GDP,AVG2,YEAR,SF
0,5월,,0.323,78,65,14,21,6,0,3,17,1,0,8,4,6,1,0.323,2020,1
1,6월,,0.281,69,64,9,18,6,0,4,15,0,0,3,0,5,4,0.302,2020,2
2,7월,,0.302,74,63,10,19,2,0,3,15,0,0,8,3,11,0,0.302,2020,0
3,8월,,0.325,96,80,16,26,4,0,5,21,3,0,9,5,6,4,0.309,2020,1
4,9월,,0.367,109,98,17,36,4,1,8,32,1,2,8,2,10,1,0.324,2020,1
5,10월,,0.341,102,91,20,31,4,0,10,24,0,0,10,0,9,1,0.328,2020,1
