,index,상대,AVG1,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,HBP,SO,GDP,AVG2,YEAR,SF
0,4월,,0.293,98,82,7,24,3,0,4,18,0,0,14,0,12,1,0.293,2021,2
1,5월,,0.345,102,84,19,29,5,0,4,14,0,0,14,1,8,1,0.319,2021,3
2,6월,,0.279,98,86,14,24,4,0,4,14,0,0,12,0,5,2,0.306,2021,0
3,7월,,0.0,17,15,3,0,0,0,0,2,1,0,1,1,1,1,0.288,2021,0
