,index,상대,AVG1,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,HBP,SO,GDP,AVG2,YEAR,SF
0,4월,,0.407,106,91,10,37,4,1,2,21,2,0,12,0,10,3,0.407,2021,3
1,5월,,0.418,97,79,12,33,6,0,4,23,1,2,18,0,14,1,0.412,2021,0
2,6월,,0.377,97,77,19,29,5,0,3,13,4,0,20,0,14,0,0.401,2021,0
3,7월,,0.333,29,24,4,8,3,0,1,4,0,0,5,0,7,0,0.395,2021,0
